#times,#rank,#word
2,1766,拋棄
2,1767,變
2,1768,栩栩
2,1769,升
2,1770,四百
2,1771,壓力
2,1772,行
2,1773,破曉
2,1774,素扇
2,1775,蜀人
2,1776,臨江
2,1777,供
2,1778,白露
2,1779,當真
2,1780,炸
2,1781,重慶
2,1782,嗶
2,1783,蒲扇
2,1784,盆地
2,1785,嘉陵江
2,1786,壽山
2,1787,催
2,1788,鬚髮
2,1789,出川
2,1790,浪頭
2,1791,巫峽
2,1792,殘
2,1793,貨櫃船
2,1794,成都
2,1795,水銀
2,1796,滿月
2,1797,照面
2,1798,避
2,1799,不及
2,1800,樹影
2,1801,飄飄然
2,1802,站
2,1803,橋頭
2,1804,樓頭
2,1805,明月
2,1806,封
2,1807,簡體字
2,1808,孤島
2,1809,還鄉
2,1810,恍
2,1811,懷
2,1812,遠遊
2,1813,墜
2,1814,霜雪
2,1815,年年
2,1816,打擊
2,1817,舊愁
2,1818,解
2,1819,新憂
2,1820,南北
2,1821,怯
2,1822,新大陸
2,1823,甚於
2,1824,君
2,1825,西窗
2,1826,短燭
2,1827,運河
2,1828,後面
2,1829,雙臂
2,1830,木槌
2,1831,砰然
2,1832,買斷
2,1833,赤髮
2,1834,熱烈
2,1835,醫師
2,1836,親愛的
2,1837,雙手
2,1838,緊緊
2,1839,立刻
2,1840,同袍
2,1841,睜眼
2,1842,觀眾
2,1843,慣於
2,1844,乍
2,1845,強勁
2,1846,世
2,1847,飄揚
2,1848,二
2,1849,戰士
2,1850,兵
2,1851,騎
2,1852,豈
2,1853,歌聲
2,1854,嬴
2,1855,約好
2,1856,博物館
2,1857,神情
2,1858,一轉眼
2,1859,陷
2,1860,流去
2,1861,迴旋
2,1862,一帶
2,1863,恨
2,1864,弧
2,1865,一層層
2,1866,翻滾
2,1867,拉鍊
2,1868,空間
2,1869,窗子
2,1870,孤立
2,1871,長風
2,1872,浩浩
2,1873,陰雲
2,1874,中國結
2,1875,絲線
2,1876,遙遠
2,1877,結
2,1878,太多
2,1879,線頭
2,1880,祕密
2,1881,開啟
2,1882,高潮
2,1883,簇
2,1884,可惜
2,1885,日出
2,1886,越過
2,1887,遠遠地
2,1888,音調
2,1889,港城
2,1890,牽動
2,1891,錨鍊
2,1892,挑
2,1893,起伏
2,1894,吃水
2,1895,進港
2,1896,想像
2,1897,孤獨
2,1898,水藍
2,1899,出海
2,1900,天氣
2,1901,竟然
2,1902,波浪
2,1903,進來
2,1904,像對
2,1905,吹滅
2,1906,想起
2,1907,伴侶
2,1908,對面
2,1909,暗裏
2,1910,坐困
2,1911,誕生
2,1912,有毒
2,1913,雲霧
2,1914,野蠻
2,1915,冷漠
2,1916,表情
2,1917,白晝
2,1918,仇恨
2,1919,黑紗
2,1920,菊花
2,1921,靈堂
2,1922,淚水
2,1923,柩車
2,1924,辛苦
2,1925,擡
2,1926,上面
2,1927,抵達
2,1928,改道
2,1929,天際
2,1930,落山風
2,1931,風季
2,1932,河谷
2,1933,唯有
2,1934,風口
2,1935,收
2,1936,滿海
2,1937,橘色
2,1938,荒涼
2,1939,漁船
2,1940,承受
2,1941,網
2,1942,像是
2,1943,吹笛
2,1944,煙花
2,1945,偏向
2,1946,壯麗
2,1947,一霎
2,1948,一圈圈
2,1949,公開
2,1950,冬天
2,1951,驅
2,1952,塞外
2,1953,海神
2,1954,細緻
2,1955,牧歌
2,1956,望見
2,1957,海潮
2,1958,不准
2,1959,雨水
2,1960,一一
2,1961,長空
2,1962,崖
2,1963,不必
2,1964,畝
2,1965,嶙峋
2,1966,噓
2,1967,防
2,1968,強悍
2,1969,休想
2,1970,下降
2,1971,靜寂
2,1972,今天
2,1973,背光
2,1974,馬達
2,1975,野孩子
2,1976,圓顱
2,1977,喧嘩
2,1978,風霜
2,1979,聯想
2,1980,迢迢
2,1981,美味
2,1982,昆蟲
2,1983,花
2,1984,唯美
2,1985,舞
2,1986,切莫
2,1987,學家
2,1988,趁
2,1989,仙島
2,1990,孤舟
2,1991,付給
2,1992,濛濛
2,1993,東來
2,1994,傾
2,1995,旌旗
2,1996,落魄
2,1997,無路
2,1998,險灘
2,1999,客
2,2000,記得
2,2001,悲嘶
2,2002,深鎖
2,2003,胡騎
2,2004,覺
2,2005,銹
2,2006,匡山
2,2007,蜀
2,2008,登
2,2009,南來
2,2010,喧
2,2011,回音
2,2012,落花
2,2013,白眼
2,2014,識得
2,2015,沙鷗
2,2016,剛剛
2,2017,水遁
2,2018,同
2,2019,野
2,2020,破船
2,2021,水屋
2,2022,經
2,2023,胡
2,2024,雨雲
2,2025,淅瀝
2,2026,瀝
2,2027,低音
2,2028,低空
2,2029,折
2,2030,接上
2,2031,領
2,2032,迎風
2,2033,鷗鷺
2,2034,畏
2,2035,大鵬
2,2036,遊戲
2,2037,惡作劇
2,2038,乘興
2,2039,無數
2,2040,餘下
2,2041,九
2,2042,老嫗
2,2043,冉冉
2,2044,緣
2,2045,一角
2,2046,蜷
2,2047,珊珊
2,2048,際
2,2049,伸手
2,2050,夕
2,2051,拍
2,2052,靈
2,2053,喃喃
2,2054,龍門
2,2055,豪笑
2,2056,至今
2,2057,羞憤
2,2058,杜二
2,2059,眼花
2,2060,怨
2,2061,林
2,2062,世人
2,2063,盛唐
2,2064,天寶
2,2065,唯一
2,2066,救
2,2067,無須
2,2068,霍霍
2,2069,飛碟
2,2070,絕對
2,2071,仙境
2,2072,香火
2,2073,聽到
2,2074,起落
2,2075,暑氣
2,2076,單翼鳥
2,2077,南風
2,2078,月圓
2,2079,伸入
2,2080,邊界
2,2081,古來
2,2082,雪峰
2,2083,凜冽
2,2084,獨白
2,2085,測
2,2086,幾何
2,2087,之下
2,2088,毒
2,2089,眈眈
2,2090,雞蛋
2,2091,肌膚
2,2092,繁星
2,2093,摩天樓群
2,2094,落下
2,2095,密
2,2096,冷氣機
2,2097,額
2,2098,胴體
2,2099,宿
2,2100,鹹魚
2,2101,煮
2,2102,畔
2,2103,史考特
2,2104,七十
2,2105,雕
2,2106,搗
2,2107,熱帶
2,2108,雷雨
2,2109,奇襲
2,2110,發
2,2111,電鑽
2,2112,登陸
2,2113,街巷
2,2114,深呼吸
2,2115,饕餮
2,2116,音樂
2,2117,冰箱
2,2118,四野
2,2119,原來
2,2120,火霞
2,2121,高上
2,2122,頂點
2,2123,高舉
2,2124,刀光
2,2125,夜長
2,2126,牀
2,2127,今夕
2,2128,料
2,2129,漸漸
2,2130,戶
2,2131,情人
2,2132,遮住
2,2133,黃暈裏
2,2134,相對
2,2135,流星
2,2136,揮霍
2,2137,街燈
2,2138,馴
2,2139,磁性
2,2140,強
2,2141,華貴
2,2142,初秋
2,2143,驚奇
2,2144,遐想
2,2145,仞
2,2146,星期一
2,2147,級
2,2148,風暴
2,2149,鏘
2,2150,跌
2,2151,金髮
2,2152,梳去
2,2153,今朝
2,2154,灰髮
2,2155,往日
2,2156,黑髮
2,2157,銀耳
2,2158,守住
2,2159,辟邪
2,2160,紋
2,2161,天機
2,2162,乖
2,2163,盆景
2,2164,二十年
2,2165,哀麗
2,2166,那時
2,2167,歸宿
2,2168,忘記
2,2169,至
2,2170,渺
2,2171,小名
2,2172,綻
2,2173,一缽
2,2174,恁
2,2175,風鈴
2,2176,此起彼落
2,2177,敲叩
2,2178,禁
2,2179,銅柱
2,2180,匕首
2,2181,太子
2,2182,斷袖
2,2183,一滴滴
2,2184,倚
2,2185,敗
2,2186,易水
2,2187,幾人
2,2188,按
2,2189,瞑目
2,2190,亡命
2,2191,勝利
2,2192,靠
2,2193,豪傑
2,2194,市
2,2195,斤
2,2196,棋
2,2197,陰
2,2198,串
2,2199,紅紅
2,2200,裏尋
2,2201,千百
2,2202,驚喜
2,2203,窗紗
2,2204,寫信
2,2205,更何況
2,2206,郵筒
2,2207,梅雨
2,2208,淒淒
2,2209,春
2,2210,足印
2,2211,飛起
2,2212,試試
2,2213,古亭區
2,2214,聽來
2,2215,醫官
2,2216,理想
2,2217,唱歌
2,2218,松樹
2,2219,搖回
2,2220,澎湃
2,2221,隧道
2,2222,相遇
2,2223,八千
2,2224,外國
2,2225,北斗
2,2226,秤
2,2227,拍打
2,2228,撲
2,2229,尾巴
2,2230,吹上
2,2231,貫
2,2232,孤鳶
2,2233,球
2,2234,痕
2,2235,左頰
2,2236,右頰
2,2237,驚悸
2,2238,心血
2,2239,眉睫
2,2240,登高
2,2241,遠望
2,2242,哭倒
2,2243,開花
2,2244,一點點
2,2245,風緊
2,2246,清光
2,2247,八萬萬
2,2248,青天
2,2249,暮
2,2250,欄杆
2,2251,無非
2,2252,煉
2,2253,紫靄
2,2254,神州
2,2255,寧靜
2,2256,睫影
2,2257,犀利
2,2258,書
2,2259,空郵
2,2260,島上
2,2261,偎
2,2262,蛙聲
2,2263,接著
2,2264,長街
2,2265,拆
2,2266,心焦
2,2267,許
2,2268,天邈
2,2269,銀河
2,2270,頁
2,2271,不見得
2,2272,淒
2,2273,厲害
2,2274,繩
2,2275,蝌蚪
2,2276,海岬
2,2277,複葉
2,2278,幽幽
2,2279,違禁
2,2280,瓣
2,2281,無聲
2,2282,睫
2,2283,渡河
2,2284,渡海
2,2285,來去
2,2286,屹立
2,2287,招
2,2288,潑剌
2,2289,叩
2,2290,草原
2,2291,邊警
2,2292,豈能
2,2293,沉睡
2,2294,窺
2,2295,騎士
2,2296,檯燈
2,2297,燈柱
2,2298,遮護
2,2299,面對
2,2300,千般
2,2301,間歇
2,2302,過界
2,2303,龍舟
2,2304,魂
2,2305,淨
2,2306,奮身
2,2307,流芳
2,2308,色
2,2309,三十
2,2310,賸下
2,2311,第三人
2,2312,烏溪
2,2313,磨子
2,2314,滴滴
2,2315,眾奴
2,2316,齒輪
2,2317,最好
2,2318,敵人
2,2319,沉澱
2,2320,牽引
2,2321,蟲吟
2,2322,觸鬚
2,2323,空闊
2,2324,九廣路
2,2325,末班車
2,2326,列
2,2327,斜靠
2,2328,搖搖
2,2329,疲倦
2,2330,奏
2,2331,敏感
2,2332,客車
2,2333,旺角
2,2334,纏繞
2,2335,方言
2,2336,甘薯
2,2337,肥
2,2338,識
2,2339,攘攘
2,2340,擰亮
2,2341,逡巡
2,2342,寬寬
2,2343,曛
2,2344,點燃
2,2345,失敗
2,2346,夭夭
2,2347,櫻花
2,2348,明年
2,2349,罪名
2,2350,下背
2,2351,取下
2,2352,小窗
2,2353,層樓
2,2354,作
2,2355,孤掌
2,2356,逆風
2,2357,見不到
2,2358,顧
2,2359,化
2,2360,便有
2,2361,肯定
2,2362,胯
2,2363,憂煩
2,2364,噬
2,2365,入夜
1,2366,雙腳
1,2367,嚥
1,2368,闖
1,2369,燃燒到
1,2370,張嘴
1,2371,抵抗
1,2372,梳子
1,2373,枕頭
1,2374,大衣
1,2375,一眨眼
1,2376,婉婉
1,2377,謎樣
1,2378,叮嚀
1,2379,仰面
1,2380,女友
1,2381,抖
1,2382,踐
1,2383,死亡
1,2384,愛斯基摩
1,2385,舉臂
1,2386,饞
1,2387,懷裡
1,2388,棉衣
1,2389,嗅
1,2390,尋尋覓覓
1,2391,闔上
1,2392,黑皮
1,2393,金字
1,2394,舊約
1,2395,吹散
1,2396,土
1,2397,回國
1,2398,幸福
1,2399,以色列人
1,2400,以色列
1,2401,零亂
1,2402,發狼
1,2403,狂犬
1,2404,乞丐
1,2405,冷魘
1,2406,牙印
1,2407,猛敲
1,2408,猛捶
1,2409,昏黃
1,2410,半缺
1,2411,銅鑼
1,2412,叫化子
1,2413,吵醒
1,2414,幾十
1,2415,圍打
1,2416,戰鼓
1,2417,激昂
1,2418,昇成
1,2419,戰旗
1,2420,高於
1,2421,鬼哭
1,2422,訴苦
1,2423,長於
1,2424,松濤
1,2425,桀厲
1,2426,似怒
1,2427,喧囂
1,2428,指向
1,2429,向魚
1,2430,枝柯
1,2431,盤錯
1,2432,成黑
1,2433,青銅
1,2434,探臂下攫攫林
1,2435,烏衣巫
1,2436,作法
1,2437,磔磔
1,2438,松林
1,2439,豹
1,2440,水晶球
1,2441,哉
1,2442,花蓮
1,2443,宜蘭
1,2444,錢塘
1,2445,水球
1,2446,民歌
1,2447,歌唱
1,2448,最最
1,2449,母性
1,2450,高原
1,2451,平原魚
1,2452,紅海
1,2453,早潮
1,2454,結冰
1,2455,型到
1,2456,型哭
1,2457,胸口
1,2458,為甚麼
1,2459,那裡
1,2460,刀挑
1,2461,劍削
1,2462,詛咒
1,2463,發痛
1,2464,裸身
1,2465,手印
1,2466,血蟹
1,2467,紋身
1,2468,變貌
1,2469,圖形
1,2470,驚視
1,2471,外傷
1,2472,內傷
1,2473,不清
1,2474,甘蔗田
1,2475,山麓
1,2476,大幅
1,2477,希冀
1,2478,儀隊
1,2479,毛
1,2480,午睡
1,2481,瓜田
1,2482,孵出
1,2483,圓渾
1,2484,寶庫
1,2485,多血
1,2486,濕濕
1,2487,牧歌路
1,2488,阡
1,2489,阡陌
1,2490,陌
1,2491,駛
1,2492,轄區路
1,2493,縣
1,2494,方糖
1,2495,砌成
1,2496,右轉
1,2497,劈面
1,2498,撲過來
1,2499,船票
1,2500,新娘
1,2501,外頭
1,2502,裡頭
1,2503,灣
1,2504,田園
1,2505,關
1,2506,淒厲
1,2507,高音
1,2508,電子琴
1,2509,聽筒
1,2510,號碼
1,2511,通風
1,2512,原始林
1,2513,均勻
1,2514,青草
1,2515,水石
1,2516,黛綠
1,2517,肚皮
1,2518,池上
1,2519,隱者
1,2520,為代舌人
1,2521,然則
1,2522,反來複
1,2523,頓
1,2524,倒下來
1,2525,堞影
1,2526,悲號
1,2527,喉嚨
1,2528,叫破
1,2529,嘉峪關
1,2530,直
1,2531,山海關
1,2532,喊人
1,2533,喊鬼
1,2534,旋天轉地
1,2535,暈眩
1,2536,大風砂
1,2537,戰國
1,2538,黑影
1,2539,壓下來
1,2540,血臂
1,2541,霹
1,2542,靂
1,2543,洗牌
1,2544,聲拍
1,2545,浪濤
1,2546,騰躍
1,2547,千古
1,2548,昇
1,2549,沉珠
1,2550,捉月人
1,2551,溺水
1,2552,人弔
1,2553,弔古
1,2554,魚龍東
1,2555,汩羅
1,2556,采石磯
1,2557,游泳
1,2558,滌罪冰肌
1,2559,祝
1,2560,千唇千靨
1,2561,親親
1,2562,赤裸
1,2563,吮吸
1,2564,源源不絕
1,2565,灌溉
1,2566,聖液
1,2567,乳房
1,2568,悲辛
1,2569,崑崙山
1,2570,頂風
1,2571,荒荒
1,2572,曠曠
1,2573,流來
1,2574,龍勢
1,2575,龍尾
1,2576,龍首
1,2577,晨光
1,2578,龍鱗
1,2579,鱗鱗
1,2580,一頁頁
1,2581,敗敗
1,2582,高低
1,2583,俯泳
1,2584,終夜
1,2585,江聲側
1,2586,頰
1,2587,轉轉
1,2588,揮刀
1,2589,人頭
1,2590,三峽
1,2591,武器
1,2592,三重
1,2593,墨黑
1,2594,核心
1,2595,繳械
1,2596,絕不
1,2597,可能
1,2598,公墓
1,2599,任一
1,2600,石門
1,2601,捶
1,2602,答應
1,2603,恫人
1,2604,恫恫
1,2605,拔劍
1,2606,勇士
1,2607,拄
1,2608,前進
1,2609,頸毛
1,2610,守夜人
1,2611,幢
1,2612,傾斜
1,2613,做夢
1,2614,權力
1,2615,吹過去
1,2616,鏗鏘
1,2617,留下來
1,2618,蹄音
1,2619,敲響
1,2620,戈壁
1,2621,水草
1,2622,淺處
1,2623,黃沙
1,2624,流傳
1,2625,灞橋
1,2626,到灞陵
1,2627,胡騎奔
1,2628,臂彎
1,2629,柳蔭
1,2630,漢家
1,2631,童子
1,2632,戲
1,2633,太史
1,2634,幼時
1,2635,弦聲
1,2636,痛成
1,2637,虎嘯
1,2638,箭羽
1,2639,飛將軍
1,2640,追兵
1,2641,亭尉
1,2642,投降
1,2643,羌
1,2644,七十餘
1,2645,戰
1,2646,魁偉
1,2647,簇簇
1,2648,頂到
1,2649,慈愛
1,2650,千鋤萬
1,2651,無始無終
1,2652,搖睡
1,2653,劉邦
1,2654,項羽
1,2655,圖
1,2656,感謝
1,2657,泥土衣
1,2658,食
1,2659,碧
1,2660,富麗
1,2661,籃
1,2662,鳳梨
1,2663,屹
1,2664,撼
1,2665,地震
1,2666,舢
1,2667,憂慮
1,2668,歸屬
1,2669,嫘
1,2670,祖
1,2671,媽祖
1,2672,柔光
1,2673,大寐
1,2674,澀苦日磨
1,2675,磋琢出
1,2676,清瑩
1,2677,葉掌撫
1,2678,吸盡古
1,2679,乳漿
1,2680,圓膩
1,2681,酣然
1,2682,飽
1,2683,觸角
1,2684,充實
1,2685,酪白
1,2686,葡萄
1,2687,新鮮
1,2688,縮成
1,2689,輿圖
1,2690,時侯
1,2691,無窮無盡
1,2692,碩大
1,2693,用蒂用根索
1,2694,恩液
1,2695,苦心
1,2696,慈悲
1,2697,苦苦
1,2698,哺出
1,2699,大幸
1,2700,鍾
1,2701,皮鞋
1,2702,馬蹄
1,2703,過重
1,2704,噸
1,2705,戰車
1,2706,履帶
1,2707,難信
1,2708,祝福
1,2709,以外
1,2710,奇異
1,2711,自足
1,2712,宇宙
1,2713,飽滿
1,2714,不虞
1,2715,腐爛
1,2716,仙果
1,2717,換胎
1,2718,巧腕千眄萬睞巧
1,2719,白玉
1,2720,流轉
1,2721,詠
1,2722,成果
1,2723,甘
1,2724,醉酒
1,2725,紅血
1,2726,紅沸血
1,2727,家信
1,2728,朋呼友
1,2729,誦詩
1,2730,飲酒
1,2731,小便
1,2732,一股勁兒
1,2733,發抖
1,2734,談
1,2735,狐
1,2736,低級
1,2737,耳根
1,2738,辣辣
1,2739,殼撒
1,2740,大家
1,2741,靜下來
1,2742,喂
1,2743,余光中
1,2744,小子
1,2745,那裏
1,2746,寫不出
1,2747,沁沁
1,2748,服氣
1,2749,捫
1,2750,深不可測
1,2751,那般
1,2752,不著邊際
1,2753,穹黑
1,2754,牽去
1,2755,牽起
1,2756,鞦韆
1,2757,瓜架
1,2758,從小
1,2759,歌韻
1,2760,牆角
1,2761,矮
1,2762,圍籬
1,2763,嚀嚀
1,2764,叮叮
1,2765,惹
1,2766,嗯
1,2767,剪下
1,2768,運
1,2769,牽回
1,2770,灶頭
1,2771,來者
1,2772,炬火
1,2773,擎傳
1,2774,後傳
1,2775,燙手
1,2776,光奮掙
1,2777,擒
1,2778,風吹雨打
1,2779,愕
1,2780,觸電
1,2781,發出
1,2782,光芒
1,2783,顯
1,2784,赫現
1,2785,群魎
1,2786,愴
1,2787,然而
1,2788,涕
1,2789,窟窿
1,2790,聚
1,2791,陣雨
1,2792,米南宮
1,2793,暗下來
1,2794,墨景
1,2795,更多
1,2796,蒸
1,2797,矗立
1,2798,林蔭
1,2799,空山囀成
1,2800,偈
1,2801,天黑
1,2802,可以
1,2803,想見
1,2804,呼叫
1,2805,患
1,2806,絕症
1,2807,胎裏
1,2808,佩
1,2809,葉長
1,2810,花開
1,2811,冕缽
1,2812,舟
1,2813,其他
1,2814,而且
1,2815,高三
1,2816,戲票
1,2817,全撕
1,2818,瘟病叫
1,2819,戀愛
1,2820,女孩
1,2821,聽眾
1,2822,讀者
1,2823,捆
1,2824,疲勞
1,2825,高額
1,2826,冥鈔
1,2827,名片
1,2828,蒼白
1,2829,難記
1,2830,餘燼
1,2831,竄走
1,2832,幽邃
1,2833,誘
1,2834,奮力
1,2835,開礦
1,2836,肌腱
1,2837,然
1,2838,鶴嘴鋤
1,2839,洞穴
1,2840,爬出去
1,2841,女體
1,2842,鋤
1,2843,鋤回
1,2844,起源
1,2845,溯
1,2846,潮潮濕濕
1,2847,淹斃
1,2848,礦穴天崩
1,2849,摧
1,2850,高峻
1,2851,響起
1,2852,蛀穿
1,2853,恐怖
1,2854,十分
1,2855,嗽滿
1,2856,迴音
1,2857,震落
1,2858,灰塵
1,2859,滿結
1,2860,蛛網
1,2861,落下來
1,2862,捧住
1,2863,吞下
1,2864,安眠藥
1,2865,仁慈
1,2866,吉他
1,2867,銅錢
1,2868,初生
1,2869,父
1,2870,骨頭
1,2871,風到
1,2872,吹到
1,2873,何處路
1,2874,草鞋
1,2875,河水
1,2876,瞭望
1,2877,帖
1,2878,敷
1,2879,開門
1,2880,客棧
1,2881,釀
1,2882,晶晶
1,2883,眉
1,2884,深秋
1,2885,層層
1,2886,灰雲
1,2887,毛毛
1,2888,斜戴成
1,2889,帽子
1,2890,上流
1,2891,漾
1,2892,瀝瀝
1,2893,蔥
1,2894,油
1,2895,香味
1,2896,密封
1,2897,晴
1,2898,金碧
1,2899,朗爽
1,2900,雨天
1,2901,信箱
1,2902,義肢
1,2903,裝飾
1,2904,殘廢
1,2905,媽媽
1,2906,腳心
1,2907,亂絲裏
1,2908,迷失
1,2909,玩水
1,2910,蝸牛
1,2911,鴨子
1,2912,梧桐
1,2913,簷角
1,2914,屋瓦
1,2915,古琴
1,2916,水塘
1,2917,圍過來
1,2918,圍成
1,2919,無蛙
1,2920,童歌
1,2921,重疊成
1,2922,惘然
1,2923,老病
1,2924,生死
1,2925,木魚
1,2926,敲寂
1,2927,千竅
1,2928,豁然貫通
1,2929,終
1,2930,戶籍
1,2931,確鑿
1,2932,時風
1,2933,柱香
1,2934,接去
1,2935,袖
1,2936,葫蘆
1,2937,寧可
1,2938,打酒
1,2939,願
1,2940,裝
1,2941,裏頭
1,2942,害羞
1,2943,逗
1,2944,停止
1,2945,皺
1,2946,秋天
1,2947,容易
1,2948,霜齒一
1,2949,咬出
1,2950,沉天
1,2951,雁
1,2952,飄飄零零
1,2953,翻過來
1,2954,翻過
1,2955,渾渾
1,2956,沒
1,2957,旗語
1,2958,相偕
1,2959,登山
1,2960,一傘
1,2961,一杖
1,2962,老僧
1,2963,山腰
1,2964,天清
1,2965,爽
1,2966,冷雨
1,2967,古籐
1,2968,釣
1,2969,深谷
1,2970,走到
1,2971,山頂
1,2972,要不要
1,2973,甚且
1,2974,雲裏
1,2975,清一
1,2976,惡魘
1,2977,叫醒
1,2978,夢裏
1,2979,叫出
1,2980,失聲
1,2981,迴響
1,2982,龐大
1,2983,眈眈黑視
1,2984,看手相
1,2985,皺紋
1,2986,垂下來
1,2987,蓋住
1,2988,全身
1,2989,鳥爪
1,2990,伸出
1,2991,冷顫
1,2992,捉住
1,2993,沉抑
1,2994,喉音
1,2995,鬚間
1,2996,透出
1,2997,沒關係
1,2998,當然
1,2999,擔心
1,3000,懂
1,3001,謝謝
1,3002,不用
1,3003,驚呼
1,3004,搠
1,3005,解答
1,3006,謎底
1,3007,溝影
1,3008,割裂
1,3009,成皺面
1,3010,傷心
1,3011,第七
1,3012,大同小異
1,3013,委曲
1,3014,線條
1,3015,流下
1,3016,烏江
1,3017,激盪
1,3018,嘯出
1,3019,磅磅礡礡
1,3020,共工撞
1,3021,扛住
1,3022,一致
1,3023,左手
1,3024,火鬣
1,3025,兄弟
1,3026,擒住
1,3027,燒艷
1,3028,煨
1,3029,江面
1,3030,削
1,3031,鬚眉
1,3032,股
1,3033,豪氣
1,3034,衝
1,3035,殘霞
1,3036,賸靄
1,3037,燼
1,3038,挑出
1,3039,蕭
1,3040,惻惻
1,3041,說給
1,3042,鏽蝕
1,3043,簫
1,3044,瘖啞
1,3045,以西
1,3046,方古印
1,3047,蓋
1,3048,佚
1,3049,名氏
1,3050,畫上
1,3051,梨樹
1,3052,風從
1,3053,秧田
1,3054,吹過來
1,3055,薄翼
1,3056,婆
1,3057,常常
1,3058,矮成
1,3059,田埂
1,3060,死不了
1,3061,水井
1,3062,枯
1,3063,老鼠
1,3064,亮亮
1,3065,牙牙
1,3066,爬回
1,3067,見底
1,3068,洞裏
1,3069,懺悔
1,3070,禱告
1,3071,五體
1,3072,重認
1,3073,吮
1,3074,甘醇
1,3075,子宮
1,3076,重頭
1,3077,投胎
1,3078,小葉
1,3079,少聰一舸煙霞載
1,3080,雙槳
1,3081,盪盪
1,3082,相思林
1,3083,編織
1,3084,野鴿
1,3085,綠蔭
1,3086,低呼
1,3087,蔦
1,3088,蘿
1,3089,長廊
1,3090,鐘聲
1,3091,遲遲
1,3092,敲斜
1,3093,上風
1,3094,變仙帆
1,3095,妖嘯
1,3096,溺流
1,3097,白浪
1,3098,張口
1,3099,處女航
1,3100,徑蜿蜓
1,3101,萬劫
1,3102,腳底
1,3103,展開
1,3104,逸士
1,3105,魁梧
1,3106,伏
1,3107,孩子們
1,3108,抗拒
1,3109,廻
1,3110,聲驚拳搗門
1,3111,紅皮
1,3112,小冊子
1,3113,唸成
1,3114,叫吼
1,3115,咒語
1,3116,壯膽
1,3117,巫師
1,3118,誦經文
1,3119,宏大
1,3120,樂音
1,3121,拿破崙
1,3122,蹄聲
1,3123,號聲
1,3124,炮聲
1,3125,鼓噪
1,3126,嚇退
1,3127,死面
1,3128,厲
1,3129,如電虯指
1,3130,飛旋
1,3131,亢昂
1,3132,不屈
1,3133,德意志
1,3134,仲尼
1,3135,法郎
1,3136,慈
1,3137,亞馬狄斯
1,3138,光冕
1,3139,翻開
1,3140,打到
1,3141,失眠症
1,3142,患者
1,3143,心悸
1,3144,擂門
1,3145,重音
1,3146,捶門
1,3147,火焰
1,3148,指隙
1,3149,流走
1,3150,激情
1,3151,燙
1,3152,人心
1,3153,焦焦
1,3154,雛鳳
1,3155,飛出去
1,3156,洪水
1,3157,迴
1,3158,偶然
1,3159,停電
1,3160,晚上
1,3161,有心
1,3162,帶路
1,3163,姿勢
1,3164,眷眷
1,3165,熟悉
1,3166,可親
1,3167,不免
1,3168,巴山
1,3169,念書
1,3170,到夢
1,3171,化煙
1,3172,訴
1,3173,桌
1,3174,相望
1,3175,否
1,3176,就算
1,3177,恍然
1,3178,搖幻
1,3179,烏絲
1,3180,剛才
1,3181,進口
1,3182,不比
1,3183,魯酒
1,3184,儘
1,3185,胡姬
1,3186,杯裏亂斟
1,3187,醫生
1,3188,勸告
1,3189,報上
1,3190,升級
1,3191,第
1,3192,七號
1,3193,殺手
1,3194,武俠
1,3195,名家
1,3196,要求
1,3197,俠
1,3198,就近
1,3199,酒瓶
1,3200,邋遢俠
1,3201,糊塗
1,3202,啊呀
1,3203,小心
1,3204,好險
1,3205,超
1,3206,貨櫃車
1,3207,兒戲
1,3208,求求
1,3209,幾年
1,3210,意外
1,3211,統計
1,3212,不下於
1,3213,安史之亂
1,3214,傷亡
1,3215,呀
1,3216,天馬
1,3217,行空速限
1,3218,九十
1,3219,開到
1,3220,遊仙
1,3221,還不如
1,3222,史匹堡
1,3223,片子
1,3224,好像
1,3225,不祥
1,3226,追上
1,3227,位子
1,3228,千萬
1,3229,交警
1,3230,抓到
1,3231,醉眼
1,3232,駕駛
1,3233,一大半
1,3234,批評家
1,3235,警察
1,3236,留情
1,3237,身分證
1,3238,無業
1,3239,駕照
1,3240,酒債
1,3241,扣留
1,3242,議員
1,3243,得罪
1,3244,啦
1,3245,保
1,3246,算了
1,3247,官司
1,3248,打贏
1,3249,版稅
1,3250,到手
1,3251,好了
1,3252,出版法
1,3253,規則
1,3254,天天
1,3255,嚴重
1,3256,執行
1,3257,要不是
1,3258,王維
1,3259,一早
1,3260,參加
1,3261,輞
1,3262,污染
1,3263,座談會
1,3264,搭
1,3265,老爺車
1,3266,自盡
1,3267,挑戰
1,3268,透徹
1,3269,已往
1,3270,危機
1,3271,交割
1,3272,獰
1,3273,撞傷
1,3274,撞碎
1,3275,撞成
1,3276,飛沫
1,3277,出海口
1,3278,決心
1,3279,每當
1,3280,呆呆
1,3281,立
1,3282,纖手
1,3283,篆體
1,3284,刻下
1,3285,奇怪
1,3286,時代
1,3287,笨拙
1,3288,當面
1,3289,親手
1,3290,簽字
1,3291,點頭
1,3292,女
1,3293,人才
1,3294,活
1,3295,掙
1,3296,脫
1,3297,輪廓
1,3298,側踞
1,3299,海獸岬
1,3300,岩
1,3301,走向
1,3302,錯落
1,3303,澎湖
1,3304,石磯
1,3305,汕頭
